age,years_cdl,years_owner_op,fico_score,is_foreign_born,violations_3y,avg_weekly_miles,loads_per_month,freight_type,unique_brokers_6m,on_time_delivery_pct,avg_days_between_loads,gross_weekly_revenue,net_weekly_income,payment_to_income_ratio,avg_account_balance,prior_late_payments,region,contract_start_month,default_12m
46,18,17,681,0,2,2540,16,dry_van,4,79.5,1.92,4316,464,1.492,211,2,midwest,1,0
38,17,12,613,1,0,2137,13,dry_van,1,72.0,0.85,4649,1110,0.624,5761,2,southeast,8,1
41,19,12,561,0,0,2071,13,reefer,4,73.4,1.77,4666,668,1.037,5342,2,midwest,6,0
28,3,0,584,1,0,3098,13,dry_van,3,71.3,0.97,6995,1933,0.358,4128,1,west,4,1
40,14,14,623,1,1,3321,7,reefer,4,98.7,0.72,8046,1580,0.438,2807,2,west,7,0
39,17,15,686,1,0,3171,13,reefer,4,59.9,2.78,6706,1293,0.535,444,1,west,4,0
44,22,18,728,0,3,1938,9,dry_van,9,96.7,3.92,4067,577,1.199,5282,1,midwest,6,0
36,1,0,545,1,1,2000,13,reefer,3,50.0,5.9,4852,951,0.728,1008,0,midwest,10,1
47,25,22,598,1,0,3490,9,dry_van,4,50.2,1.12,7551,2161,0.32,873,4,southeast,7,0
52,30,29,615,1,0,2486,14,reefer,6,89.1,1.72,5915,1533,0.451,16010,1,midwest,11,0
44,20,14,696,1,2,1981,11,dry_van,5,84.2,3.71,4745,763,0.908,2492,1,midwest,1,1
46,22,20,603,1,2,3087,8,reefer,5,63.2,2.21,8085,2399,0.288,1401,1,midwest,6,0
43,22,19,610,0,1,2630,11,flatbed,1,84.6,4.33,6110,1033,0.67,1092,2,southeast,7,1
42,18,16,541,0,0,2856,20,reefer,3,88.0,2.77,6050,1968,0.352,2238,0,southeast,2,1
35,14,13,674,1,1,1593,4,dry_van,5,93.7,1.34,3009,187,3.699,817,1,midwest,9,0
45,21,21,629,1,1,2453,13,dry_van,4,87.2,1.66,5168,907,0.763,124,1,southeast,4,0
41,19,11,594,1,1,3027,8,flatbed,5,91.3,2.25,7840,2095,0.33,523,1,midwest,6,0
63,41,35,622,0,3,2312,17,flatbed,6,95.9,1.34,6728,1270,0.545,1806,0,south,5,0
58,36,34,719,0,0,3156,15,reefer,3,90.0,1.17,7001,2350,0.295,4234,1,west,2,0
46,23,7,570,1,1,2007,13,dry_van,3,86.8,3.65,4312,842,0.822,3682,3,south,2,0
34,9,1,581,0,0,2549,15,dry_van,3,80.4,3.02,5355,1651,0.419,3714,0,south,9,0
31,7,2,728,1,1,3340,13,flatbed,3,75.6,0.5,8822,2861,0.242,683,0,southeast,9,0
54,32,29,645,1,0,2082,12,dry_van,1,89.4,6.22,4446,666,1.039,2319,0,south,10,0
45,24,20,687,0,2,2722,10,reefer,4,91.0,1.17,6061,1581,0.438,3827,2,midwest,12,0
47,21,16,668,0,0,2863,11,dry_van,5,92.6,3.9,6232,1651,0.419,3960,1,southeast,10,0
25,2,0,638,1,0,2641,10,reefer,2,78.7,2.27,7242,1979,0.35,1000,1,southeast,6,0
51,27,22,616,0,1,2487,12,dry_van,5,82.9,3.39,5313,1019,0.679,3605,1,midwest,4,0
47,25,24,698,0,1,2206,5,dry_van,7,88.7,2.94,5475,1130,0.612,2084,1,midwest,8,0
31,9,0,721,1,0,2688,16,dry_van,4,66.6,1.36,5719,1003,0.69,1240,0,southeast,3,0
37,15,11,716,1,0,2554,19,flatbed,6,91.4,1.19,7118,1689,0.41,561,6,midwest,7,0
45,23,23,557,1,0,1954,10,reefer,5,98.0,0.75,4461,554,1.248,1399,0,west,12,0
43,22,9,731,0,0,3095,16,reefer,4,70.4,3.13,7728,1640,0.422,892,1,southeast,3,0
39,11,9,615,1,1,2190,12,flatbed,5,87.5,4.26,6081,1805,0.383,600,2,northeast,5,1
41,19,19,587,1,0,1965,10,dry_van,3,81.6,1.36,4553,1140,0.607,1250,0,midwest,8,0
39,16,16,628,1,1,2332,11,flatbed,6,88.5,2.93,6776,2244,0.308,1115,1,midwest,11,0
44,22,9,698,1,0,2198,12,dry_van,8,91.3,0.73,5959,1139,0.607,21101,0,south,4,0
57,31,30,678,0,2,2484,9,dry_van,3,81.7,3.23,4598,1027,0.674,4836,0,midwest,10,0
21,0,0,622,1,0,2041,14,dry_van,4,92.8,0.73,3917,482,1.437,895,2,midwest,10,0
40,19,17,699,0,0,2802,10,flatbed,5,79.4,5.29,6337,1334,0.519,6137,4,midwest,7,0
44,22,21,650,0,1,3221,8,reefer,5,55.0,3.19,8973,2002,0.346,2904,0,northeast,4,0
45,20,15,600,1,2,2648,12,dry_van,8,82.6,2.1,5370,1217,0.569,409,1,northeast,12,1
38,15,13,590,0,1,1950,10,flatbed,2,84.9,2.62,4837,756,0.916,1983,1,northeast,6,0
24,0,0,669,1,0,2189,11,reefer,4,81.1,3.06,5482,852,0.813,2360,2,southeast,3,0
45,14,9,634,0,0,2700,12,reefer,4,53.0,0.5,6457,1289,0.537,1338,1,midwest,5,1
59,35,25,544,0,1,1715,7,reefer,1,85.5,3.01,4238,1034,0.669,249,1,south,6,0
27,6,6,699,1,2,2045,17,dry_van,6,69.3,1.26,4152,961,0.72,175,1,northeast,1,0
51,27,24,606,1,1,1859,15,dry_van,2,87.3,2.97,4534,890,0.778,4069,2,south,12,0
39,15,14,751,1,1,2652,10,reefer,8,71.1,4.44,5782,1375,0.503,1961,1,southeast,6,0
41,15,10,542,1,0,3573,12,dry_van,4,78.2,1.73,7607,1792,0.386,842,4,midwest,7,1
31,3,0,627,0,1,2033,14,reefer,7,83.9,3.97,4987,1250,0.553,5793,1,southeast,12,0
39,18,17,591,1,0,2967,13,dry_van,4,84.8,5.16,6770,1464,0.473,1936,1,west,6,0
55,23,20,572,1,1,2346,19,reefer,4,92.9,2.87,5811,1107,0.625,488,3,midwest,12,1
48,27,21,606,0,0,2006,11,reefer,3,93.9,2.27,4688,765,0.905,2160,1,midwest,6,0
59,38,36,764,1,0,3304,16,dry_van,3,91.6,2.48,6636,1542,0.449,4671,2,midwest,5,0
54,32,27,650,0,1,3572,7,dry_van,2,89.2,1.19,8925,2081,0.333,161,2,southeast,11,0
46,20,16,585,0,0,2785,8,dry_van,3,91.5,5.78,5260,866,0.799,5834,0,south,1,0
59,37,28,512,0,1,2763,18,dry_van,7,77.9,3.14,6402,2048,0.338,6383,2,midwest,7,0
46,21,17,520,1,1,2628,10,dry_van,6,89.5,3.23,4998,1094,0.632,3331,2,southeast,3,1
50,24,22,602,0,1,2533,8,dry_van,8,89.3,5.45,5678,1647,0.42,1691,0,south,11,0
39,17,15,596,0,2,2753,12,dry_van,10,94.0,1.68,6442,1085,0.638,2423,2,south,5,0
43,19,11,624,0,1,2904,16,dry_van,8,96.0,0.74,5460,1444,0.479,646,0,midwest,11,0
35,12,1,481,0,1,3349,9,flatbed,8,47.5,2.17,8989,3167,0.218,692,0,west,7,1
52,22,21,634,1,0,2365,12,dry_van,5,61.4,7.1,4779,843,0.821,8946,7,midwest,2,0
30,7,0,712,1,0,2657,6,dry_van,4,97.1,5.7,4479,1012,0.684,992,1,south,10,0
50,29,27,754,0,0,2560,10,reefer,6,94.0,0.68,6554,2060,0.336,1163,2,southeast,6,0
40,17,15,507,1,2,3061,15,dry_van,7,82.7,1.35,5931,1345,0.515,3998,0,west,9,1
54,30,29,584,1,1,3680,9,reefer,4,91.2,4.76,8330,2780,0.249,208,1,west,11,0
50,28,25,580,1,0,3076,8,reefer,5,60.2,2.98,6471,1993,0.347,943,0,south,2,0
60,31,27,650,0,0,2959,9,reefer,2,61.5,2.71,6676,1935,0.358,1055,0,south,2,0
49,23,5,555,0,1,3009,10,dry_van,7,86.4,1.95,7315,2075,0.334,1870,1,southeast,11,0
26,4,0,758,0,1,3170,15,dry_van,11,69.5,1.41,7940,1489,0.465,3435,1,south,4,0
41,19,18,643,1,0,3687,13,flatbed,3,50.3,1.69,8776,3045,0.227,1648,1,south,11,0
30,8,1,631,1,3,1842,14,flatbed,4,85.4,0.64,4626,1310,0.528,1859,0,northeast,5,0
37,15,14,751,1,3,2870,12,reefer,6,91.6,3.5,7034,1548,0.447,362,3,midwest,4,0
57,29,23,639,0,4,1438,10,dry_van,2,66.5,1.55,2785,175,3.957,100,0,northeast,7,0
48,26,24,668,1,2,3028,9,dry_van,7,71.5,3.36,6888,2312,0.299,1361,1,northeast,12,0
35,14,12,587,0,0,2848,14,reefer,2,91.9,0.57,7639,1883,0.368,682,0,south,9,0
32,7,4,544,1,0,2354,18,dry_van,8,87.6,2.36,4479,613,1.129,1327,0,northeast,10,0
42,21,14,597,0,1,1398,9,flatbed,5,83.1,4.48,3943,991,0.699,2900,1,west,11,0
30,1,0,793,0,0,2594,8,flatbed,11,81.5,3.1,5985,1204,0.575,420,2,south,2,0
35,14,0,684,0,1,2700,8,dry_van,6,91.2,1.77,5641,882,0.784,8213,1,south,11,0
45,22,20,659,0,2,2572,15,dry_van,2,69.0,0.89,6813,1309,0.529,3389,5,southeast,7,0
54,31,30,572,0,0,2320,12,dry_van,7,91.3,2.78,5850,1606,0.431,1503,3,midwest,3,0
48,24,11,704,0,2,2196,14,dry_van,6,74.9,4.85,4119,642,1.077,2631,2,midwest,10,0
21,0,0,545,1,0,2577,10,dry_van,4,84.8,6.32,5969,1687,0.41,933,1,midwest,12,0
45,20,18,530,0,3,2239,14,reefer,7,74.8,3.35,4775,733,0.944,917,3,southeast,2,1
43,21,21,601,0,2,2964,11,dry_van,12,82.2,1.5,6676,1654,0.418,210,3,midwest,12,1
46,21,20,777,1,4,2565,7,dry_van,7,90.3,1.98,5306,1076,0.643,129,1,midwest,5,0
58,35,31,773,1,1,1824,15,dry_van,7,81.4,3.01,4144,892,0.776,1644,0,south,2,0
21,0,0,608,1,1,2680,12,dry_van,8,84.2,2.72,5936,1129,0.613,276,1,west,11,0
36,8,0,593,0,0,2786,11,dry_van,8,89.3,0.5,6124,1847,0.375,3876,3,midwest,7,0
48,27,21,525,0,1,3328,13,flatbed,9,85.2,7.22,8354,1992,0.347,1360,1,northeast,2,0
26,5,3,645,1,1,3018,7,dry_van,5,91.7,2.31,7841,1830,0.378,957,1,midwest,6,1
57,30,30,651,0,0,2196,14,reefer,4,90.7,2.3,5055,1391,0.498,812,1,midwest,12,0
46,15,0,695,1,0,3242,10,dry_van,5,75.2,0.68,6540,1748,0.396,177,1,south,1,0
50,23,20,704,1,0,1976,11,reefer,5,94.9,1.76,5362,931,0.743,3030,0,southeast,12,0
36,8,0,626,0,1,2613,16,dry_van,4,90.9,3.93,5073,847,0.817,3202,1,midwest,11,0
50,28,27,679,1,1,2939,14,dry_van,8,76.6,4.29,6915,1281,0.54,459,1,midwest,5,0
53,21,21,591,1,0,3256,11,dry_van,5,72.3,3.35,6795,1222,0.566,3101,1,south,10,1
44,20,19,678,1,0,3450,12,reefer,7,90.5,1.14,7690,1513,0.457,412,2,west,5,0
44,22,13,604,1,0,3174,3,dry_van,6,93.2,4.95,7548,1758,0.394,317,1,midwest,7,0
45,24,23,672,1,0,2539,9,dry_van,5,80.7,1.31,5614,1583,0.437,7520,1,midwest,12,0
33,11,0,666,1,0,2861,13,dry_van,7,82.2,1.23,6191,2035,0.34,249,0,west,4,0
41,16,7,645,1,2,2701,9,reefer,6,65.4,1.57,6584,1385,0.5,235,2,northeast,10,0
40,10,5,696,0,1,2281,7,dry_van,4,87.9,5.3,5219,1574,0.44,711,1,midwest,4,0
46,24,23,530,1,0,2548,14,dry_van,1,93.6,1.65,4740,1258,0.55,3153,1,west,5,0
52,27,26,565,0,0,3409,17,reefer,4,57.4,3.09,8924,2274,0.304,1116,2,midwest,6,0
31,8,6,621,0,1,2891,9,dry_van,1,93.2,1.84,5220,1092,0.634,5560,0,northeast,3,0
41,20,15,539,1,0,3527,15,dry_van,5,93.5,6.41,6811,1565,0.442,6796,0,south,2,0
57,35,32,612,1,1,2113,15,dry_van,1,69.0,2.78,4860,861,0.804,1645,2,northeast,3,0
35,14,11,614,1,0,2428,9,reefer,1,93.7,1.55,6325,1151,0.601,1023,1,northeast,11,0
34,10,2,732,0,1,2787,9,flatbed,7,77.5,0.53,6808,1749,0.396,4700,0,south,6,0
44,23,21,650,0,0,2934,18,reefer,1,96.1,3.34,7537,2189,0.316,5963,1,northeast,9,0
50,28,24,712,1,0,2547,8,reefer,2,89.5,2.35,5944,1223,0.566,458,0,west,1,0
42,11,10,661,1,0,2960,10,reefer,4,63.2,1.7,6131,1538,0.45,5208,0,northeast,8,0
55,34,31,603,1,2,2957,19,dry_van,10,84.1,0.84,5981,1933,0.358,1047,0,midwest,6,0
51,29,29,649,0,0,1975,10,flatbed,7,87.3,6.92,4485,1102,0.628,1588,3,southeast,3,0
50,28,28,691,1,0,2939,17,dry_van,4,94.7,3.74,6313,1461,0.474,5148,2,west,3,0
48,24,23,724,1,1,3083,8,reefer,1,93.5,4.6,7567,1726,0.401,744,0,midwest,1,0
65,41,40,631,0,0,2733,12,dry_van,3,82.9,1.92,6109,1449,0.478,6005,1,midwest,5,0
40,18,18,525,0,4,1772,16,reefer,4,95.2,2.06,3778,884,0.783,462,0,midwest,4,1
22,0,0,520,1,2,2475,10,flatbed,7,81.6,7.55,6525,1456,0.475,1881,2,midwest,3,1
58,36,26,617,1,0,2797,12,flatbed,6,79.1,1.0,7446,2088,0.331,350,0,northeast,10,0
37,15,15,476,1,0,2210,15,flatbed,6,74.2,6.32,6226,1811,0.382,1131,1,midwest,2,0
43,21,11,766,0,3,3013,9,reefer,7,54.7,5.88,6890,1913,0.362,5584,3,northeast,1,0
55,27,27,682,1,1,2928,20,dry_van,7,58.8,0.68,5668,1141,0.606,236,1,northeast,10,0
26,5,4,596,1,0,2661,16,dry_van,5,95.6,0.85,5291,1120,0.618,299,1,midwest,3,0
29,7,0,562,1,2,2608,11,dry_van,5,84.0,8.31,5706,1529,0.452,5331,3,midwest,8,1
26,5,2,712,0,0,2687,11,dry_van,4,71.5,2.3,5758,999,0.693,1005,0,west,9,0
34,11,11,562,0,0,2598,19,dry_van,6,87.5,2.36,5490,955,0.725,1316,1,south,9,1
46,22,14,569,0,1,2022,11,dry_van,8,65.3,2.89,4115,1072,0.646,4072,0,south,1,0
47,24,22,586,0,1,2406,10,flatbed,2,64.0,1.64,6422,1287,0.538,3787,2,northeast,7,0
45,23,18,648,0,0,2633,16,reefer,3,84.7,4.82,6601,1583,0.437,437,2,midwest,4,0
28,4,0,683,0,0,3238,7,dry_van,7,83.7,0.71,6782,2227,0.311,1641,2,south,10,0
21,0,0,723,1,2,2911,12,reefer,1,83.5,4.64,8344,2346,0.295,1954,3,midwest,5,0
43,17,0,713,1,0,3263,12,reefer,6,72.6,1.55,6958,2377,0.291,1498,2,west,11,0
37,15,14,640,0,2,1968,10,flatbed,8,90.0,1.27,4808,623,1.111,818,2,midwest,8,0
47,25,8,711,0,0,2440,7,dry_van,3,95.0,1.72,4750,806,0.859,2657,3,south,8,0
49,20,12,593,0,2,3533,12,reefer,5,71.3,4.15,7936,1630,0.425,946,1,southeast,3,0
43,14,13,513,1,0,2266,14,dry_van,2,80.9,1.8,4758,974,0.71,2069,2,northeast,5,1
50,28,28,593,0,0,2257,10,flatbed,2,90.7,0.5,5897,988,0.7,1704,3,south,7,1
44,15,14,584,1,0,2478,8,flatbed,1,93.8,1.03,6330,1864,0.371,2837,0,midwest,6,0
47,18,17,596,0,0,3508,16,dry_van,5,83.0,3.51,9511,2516,0.275,271,1,northeast,12,0
35,13,13,573,1,0,2298,14,dry_van,2,77.3,1.07,4192,1054,0.656,2173,0,midwest,12,0
40,13,6,608,1,0,2851,11,dry_van,3,88.6,1.16,5923,1020,0.678,9197,0,southeast,1,0
44,3,0,683,1,0,2776,15,dry_van,2,85.1,1.3,6319,1994,0.347,6229,2,southeast,12,0
50,29,29,760,1,1,1732,13,dry_van,9,79.7,4.33,2752,219,3.159,901,1,west,1,0
38,12,11,519,1,1,2593,18,reefer,5,96.7,2.87,6597,1592,0.435,2649,1,midwest,9,0
47,26,16,550,0,3,2351,14,dry_van,11,88.5,5.28,5713,1657,0.418,1052,1,southeast,7,0
39,11,8,585,0,0,2905,7,dry_van,8,89.9,1.85,6049,1410,0.491,832,2,northeast,3,0
41,19,8,694,0,1,3383,10,reefer,8,93.0,5.53,7650,2149,0.322,2201,1,southeast,12,0
50,24,24,626,0,0,2445,10,reefer,5,78.5,0.5,5621,1739,0.398,1390,2,northeast,10,0
22,0,0,589,0,0,2445,13,dry_van,3,71.4,2.58,5420,1010,0.685,207,1,midwest,8,1
29,7,5,690,0,2,3733,11,reefer,4,79.7,2.02,9065,2816,0.246,5064,2,midwest,3,0
27,5,2,707,1,2,2280,8,reefer,7,69.7,1.81,5745,1678,0.412,2829,0,midwest,2,0
21,0,0,639,1,0,1996,14,dry_van,6,74.4,5.74,3955,971,0.712,4592,2,northeast,3,0
35,8,8,583,0,0,3220,16,dry_van,3,77.3,1.95,7509,1751,0.395,3405,2,midwest,3,1
49,26,25,659,1,3,2577,12,reefer,5,57.4,3.66,6119,1567,0.442,6236,1,midwest,11,0
39,16,14,624,0,0,2727,13,dry_van,6,80.8,6.0,7248,1327,0.522,3089,1,southeast,5,0
44,23,21,623,0,3,3604,9,dry_van,4,87.5,2.75,7022,1268,0.546,532,2,northeast,1,0
53,30,23,604,1,0,1969,10,dry_van,2,95.9,1.5,4789,1248,0.555,516,0,south,3,0
55,33,32,705,1,0,2512,10,flatbed,1,95.6,0.52,6046,1868,0.37,1109,1,midwest,6,0
41,19,9,657,0,0,2044,14,reefer,6,75.3,2.02,4388,851,0.813,686,1,southeast,3,0
56,31,31,712,1,3,2751,13,reefer,6,62.1,3.23,6590,2008,0.345,142,0,northeast,10,0
43,21,19,734,1,0,2351,11,dry_van,3,65.2,4.45,4499,927,0.747,574,0,southeast,2,0
34,12,4,672,0,0,2072,11,flatbed,9,65.5,3.66,5432,1581,0.438,6187,4,south,8,0
36,12,11,605,1,2,2930,5,dry_van,7,88.0,1.22,6878,1825,0.379,549,0,west,5,0
27,5,0,713,1,1,2605,18,flatbed,8,78.9,2.94,6392,1998,0.346,2334,1,midwest,11,0
33,9,5,673,0,0,2037,5,reefer,4,87.6,1.71,4549,533,1.299,708,2,northeast,6,0
38,16,6,822,1,0,2064,13,reefer,8,66.8,0.78,5356,1535,0.451,1840,0,midwest,6,0
50,29,26,662,0,0,2694,12,flatbed,3,81.9,4.5,6317,1931,0.358,1201,1,southeast,10,0
59,37,33,689,1,0,1848,11,flatbed,3,91.8,0.77,4137,1001,0.691,769,0,south,1,0
28,4,0,660,0,1,2702,12,dry_van,3,87.0,2.85,6291,1697,0.408,2768,3,southeast,9,0
46,24,20,633,0,1,3203,10,dry_van,5,89.9,0.9,7007,2200,0.315,1018,3,south,1,0
32,0,0,622,0,2,2900,14,reefer,9,77.9,3.07,6931,1843,0.375,489,0,west,2,0
47,23,16,661,0,1,2320,7,dry_van,1,75.9,2.59,4555,980,0.706,1600,4,south,12,0
41,19,9,676,0,1,2723,13,dry_van,9,76.2,1.4,6213,1250,0.554,9152,0,northeast,10,0
24,0,0,721,1,0,2037,10,dry_van,5,97.1,2.33,4687,797,0.869,800,5,northeast,10,0
51,29,19,662,0,0,2661,11,dry_van,2,77.4,0.65,4681,634,1.092,1607,3,southeast,9,0
36,15,11,608,1,2,2453,11,reefer,7,89.7,8.4,7309,1382,0.501,4072,1,midwest,5,1
37,14,4,617,1,0,2132,11,dry_van,4,90.7,1.07,3990,856,0.808,1830,1,northeast,6,0
31,6,4,547,1,1,2881,14,dry_van,4,79.7,3.93,5809,1639,0.422,353,2,northeast,1,1
35,13,11,756,0,0,1710,12,dry_van,5,96.7,7.35,3513,344,2.011,463,2,south,8,0
46,25,22,602,1,1,2066,15,flatbed,5,88.3,2.55,4438,986,0.702,222,1,south,6,0
40,10,10,708,0,1,2120,16,dry_van,9,92.0,4.28,4146,531,1.302,1399,2,midwest,1,0
45,22,10,659,1,0,2373,13,flatbed,8,71.5,6.94,5761,887,0.78,400,1,south,2,0
46,21,16,661,1,2,3185,14,flatbed,3,95.3,3.18,7876,2203,0.314,771,1,south,4,0
55,28,25,632,1,1,2939,19,dry_van,5,85.4,1.81,5846,1013,0.683,2364,0,south,3,0
39,15,15,585,0,1,2647,7,reefer,2,93.8,4.75,6962,1903,0.364,1426,0,northeast,11,0
27,4,0,572,1,0,2626,16,dry_van,5,73.4,2.46,5813,1368,0.506,269,0,midwest,8,1
53,30,30,761,0,1,2595,17,dry_van,2,92.8,0.5,6059,1163,0.595,1483,1,midwest,4,0
39,9,8,648,1,1,3217,14,dry_van,3,89.5,1.19,6701,1301,0.532,1592,3,midwest,11,0
53,31,27,719,1,0,1783,19,reefer,4,44.0,2.17,4519,1277,0.542,8691,0,southeast,6,0
46,21,20,737,1,3,2947,18,flatbed,6,86.1,5.3,7629,2600,0.266,2045,0,southeast,6,0
41,18,17,611,1,0,2371,11,dry_van,7,92.9,3.05,5456,1047,0.661,4723,0,west,5,0
45,24,17,670,1,0,2826,11,dry_van,4,92.1,1.58,5481,1348,0.513,13910,1,south,5,0
62,37,0,643,1,0,2828,14,reefer,5,97.9,3.18,7454,1802,0.384,6781,0,southeast,1,0
63,36,31,559,0,1,2930,10,dry_van,11,56.1,0.5,6408,1741,0.397,523,0,west,11,0
43,21,13,627,0,0,3313,21,dry_van,3,71.2,0.83,7146,1354,0.511,1404,1,southeast,4,0
44,20,18,681,1,1,1983,15,dry_van,9,83.1,7.21,4813,960,0.721,41247,0,south,1,0
53,30,28,605,0,1,3052,12,reefer,7,68.0,0.5,7151,1919,0.361,695,1,southeast,3,0
34,13,4,617,0,0,2571,7,dry_van,5,50.6,7.32,5340,846,0.818,1650,1,west,3,1
45,23,18,628,1,0,2393,13,dry_van,8,70.9,8.73,5777,1776,0.39,5027,0,west,7,0
42,19,6,788,1,0,3515,8,dry_van,1,82.6,2.45,7282,1675,0.413,2773,0,southeast,12,0
45,3,1,512,1,1,2916,15,dry_van,7,93.3,4.27,6150,1763,0.392,1055,0,midwest,12,1
34,10,7,675,0,2,2412,3,dry_van,5,88.1,1.18,4457,1102,0.628,5177,3,northeast,9,1
26,4,0,622,1,2,3031,17,dry_van,4,98.6,1.73,5959,1463,0.473,391,2,midwest,8,0
21,0,0,595,1,1,2579,11,reefer,4,92.4,7.8,6709,1307,0.529,1149,0,west,4,0
31,10,9,621,1,1,2405,6,reefer,6,84.0,6.13,5889,1478,0.468,2974,1,midwest,8,0
37,10,0,687,1,4,2327,12,dry_van,2,72.6,5.78,4496,1243,0.557,563,0,south,8,0
39,11,3,691,1,1,2737,12,reefer,6,93.2,4.45,6245,1546,0.448,7533,2,midwest,8,0
61,35,35,653,0,0,2324,12,dry_van,7,83.6,0.65,4560,1006,0.688,3778,2,northeast,10,0
53,31,26,716,0,0,2670,17,dry_van,4,57.0,1.72,5932,1312,0.527,7353,2,midwest,10,0
32,11,7,729,1,2,2999,13,dry_van,5,87.7,1.88,6726,1750,0.395,15625,1,west,9,0
45,23,12,697,1,2,2650,15,dry_van,8,95.2,5.51,5375,1342,0.516,2427,1,south,3,1
38,10,8,602,1,1,3489,11,reefer,5,61.4,2.38,7633,1487,0.465,393,1,midwest,4,0
39,12,11,675,1,1,2606,13,reefer,8,83.1,4.07,5381,1094,0.632,2731,6,south,3,0
44,23,18,675,0,1,3207,7,dry_van,4,74.9,1.09,7822,1834,0.377,2526,0,west,5,0
48,24,20,583,0,1,3039,13,dry_van,7,47.7,0.92,6364,1848,0.374,6157,0,northeast,11,0
39,16,14,530,0,0,3286,9,dry_van,7,89.8,2.35,7428,1967,0.352,767,0,northeast,3,0
53,29,0,498,1,0,3487,17,reefer,4,59.0,1.44,7628,2357,0.294,435,2,northeast,6,1
31,7,2,645,0,1,1807,12,flatbed,9,83.6,4.09,4475,845,0.819,1262,0,northeast,1,0
42,21,19,661,0,0,2719,14,reefer,5,65.6,4.42,5896,1796,0.385,8666,1,south,12,0
68,45,40,557,1,0,2550,13,dry_van,8,90.0,1.42,5808,935,0.74,2404,1,south,12,1
44,22,10,713,0,1,2650,18,dry_van,5,76.2,1.46,6106,1857,0.373,1425,1,west,11,0
56,33,33,651,0,0,2421,7,dry_van,6,71.1,2.36,5595,1468,0.471,1630,2,west,9,0
43,22,12,734,0,0,2355,12,dry_van,6,83.2,6.43,4684,1245,0.556,1854,2,west,6,0
48,26,25,666,1,1,2105,9,flatbed,6,61.2,3.56,5410,1410,0.491,6355,2,midwest,8,0
41,19,19,565,1,0,2644,5,dry_van,3,89.5,2.74,5039,1438,0.481,2298,0,southeast,1,0
40,17,14,672,0,2,3020,8,flatbed,1,72.0,1.66,7775,1546,0.448,13915,2,south,4,0
34,8,3,687,1,2,2378,16,dry_van,5,97.8,2.14,5479,1394,0.496,1832,4,south,6,0
46,25,10,602,0,4,2452,12,dry_van,2,61.3,4.18,5078,1063,0.651,1732,3,southeast,8,0
33,5,4,539,1,2,2286,11,reefer,9,77.3,4.56,5415,1144,0.605,4892,1,northeast,2,0
49,26,26,647,1,0,2153,15,dry_van,3,62.4,0.64,4216,1006,0.688,1891,1,southeast,7,0
53,29,29,570,0,0,2494,12,dry_van,4,54.6,0.89,4945,653,1.06,29599,1,midwest,1,0
46,25,23,718,0,2,2754,14,dry_van,7,97.4,4.08,5469,883,0.783,924,1,south,12,0
39,15,13,611,1,1,3166,13,dry_van,3,53.8,6.45,6351,1888,0.367,1318,1,south,9,0
47,24,21,761,0,1,2064,14,dry_van,6,84.0,2.1,4833,646,1.072,273,3,south,7,0
39,18,17,491,0,1,2586,10,flatbed,7,50.3,3.21,6222,1041,0.665,7566,0,west,2,1
51,27,18,649,0,0,3130,16,flatbed,4,88.2,0.5,7966,2032,0.341,14416,0,northeast,8,0
24,3,0,740,1,0,2070,8,reefer,3,80.0,5.3,5304,1561,0.443,2712,1,midwest,1,0
39,18,18,578,0,2,3170,12,dry_van,6,64.7,2.69,7008,2369,0.292,9288,0,west,7,0
22,0,0,629,1,1,2402,16,dry_van,6,76.0,4.75,6403,1533,0.452,373,1,west,3,0
27,4,2,612,0,0,2920,11,reefer,6,66.8,2.09,7403,1864,0.371,4495,2,midwest,5,0
56,30,26,592,0,1,2502,10,dry_van,4,67.2,5.75,5219,809,0.855,3477,1,midwest,8,0
51,30,17,657,1,0,2806,20,dry_van,5,73.3,6.9,5230,961,0.72,16499,1,midwest,1,0
35,12,8,549,1,1,3324,17,dry_van,6,66.4,2.09,7935,2286,0.303,3806,2,northeast,1,1
27,6,6,632,1,0,2545,12,reefer,2,91.3,4.93,5876,1154,0.599,3707,2,southeast,8,0
21,0,0,676,1,0,3048,9,reefer,1,85.6,6.0,6831,1477,0.469,1318,1,northeast,12,0
37,12,0,625,0,1,2724,5,dry_van,2,90.1,2.85,5348,1318,0.525,5494,1,midwest,9,0
66,44,40,570,0,0,2246,14,reefer,3,91.8,2.64,4884,1017,0.681,432,3,southeast,10,1
46,9,7,712,0,2,2534,16,dry_van,2,47.5,8.97,5329,1083,0.639,1229,0,west,7,0
36,15,15,691,0,0,2506,13,dry_van,8,98.8,3.18,5125,1347,0.514,1419,0,west,3,0
47,24,21,567,0,1,1965,6,dry_van,3,82.7,2.52,4299,1000,0.692,224,5,southeast,9,1
26,4,0,549,0,2,2807,13,reefer,2,76.0,1.21,7977,2164,0.32,3690,0,south,12,0
39,17,0,573,1,1,2896,10,dry_van,7,81.7,2.59,6261,1150,0.602,337,0,midwest,2,1
43,21,21,678,0,2,2966,13,flatbed,6,96.2,3.67,8597,2082,0.332,6457,1,northeast,12,0
41,17,12,659,1,0,3243,19,dry_van,8,75.4,3.99,6762,2057,0.336,611,2,southeast,4,0
